"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 14:31:49 GMT 2024","Tue Aug 27 14:31:49 GMT 2024","511","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 14:31:48 GMT 2024","Tue Aug 27 14:31:49 GMT 2024","549","firefox","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 14:31:37 GMT 2024","Tue Aug 27 14:31:38 GMT 2024","1462","chromium","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:31:39 GMT 2024","Tue Aug 27 14:31:39 GMT 2024","463","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 14:31:43 GMT 2024","Tue Aug 27 14:31:43 GMT 2024","664","chromium","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:32:06 GMT 2024","Tue Aug 27 14:32:07 GMT 2024","1160","webkit","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:31:42 GMT 2024","Tue Aug 27 14:31:42 GMT 2024","744","chromium","product.spec.js","Тесты для товаров","","","Удаление товара",""
"passed","Tue Aug 27 14:32:03 GMT 2024","Tue Aug 27 14:32:04 GMT 2024","927","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:32:02 GMT 2024","Tue Aug 27 14:32:03 GMT 2024","879","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 14:31:53 GMT 2024","Tue Aug 27 14:31:54 GMT 2024","894","firefox","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 14:31:58 GMT 2024","Tue Aug 27 14:31:59 GMT 2024","1484","webkit","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:31:56 GMT 2024","Tue Aug 27 14:31:58 GMT 2024","1040","webkit","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 14:31:41 GMT 2024","Tue Aug 27 14:31:42 GMT 2024","629","chromium","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:31:39 GMT 2024","Tue Aug 27 14:31:40 GMT 2024","446","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 14:31:36 GMT 2024","Tue Aug 27 14:31:37 GMT 2024","717","chromium","login.spec.js","Тесты для логина","","","Успешный логин",""
