"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 14:24:55 GMT 2024","Tue Aug 27 14:24:56 GMT 2024","401","chromium","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 14:24:56 GMT 2024","Tue Aug 27 14:24:57 GMT 2024","492","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 14:25:02 GMT 2024","Tue Aug 27 14:25:03 GMT 2024","1254","firefox","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 14:25:03 GMT 2024","Tue Aug 27 14:25:05 GMT 2024","1690","firefox","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:25:15 GMT 2024","Tue Aug 27 14:25:16 GMT 2024","1458","webkit","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:25:23 GMT 2024","Tue Aug 27 14:25:24 GMT 2024","889","webkit","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 14:25:12 GMT 2024","Tue Aug 27 14:25:13 GMT 2024","1034","firefox","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 14:25:09 GMT 2024","Tue Aug 27 14:25:10 GMT 2024","926","firefox","product.spec.js","Тесты для товаров","","","Удаление товара",""
"passed","Tue Aug 27 14:25:07 GMT 2024","Tue Aug 27 14:25:08 GMT 2024","822","firefox","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 14:25:16 GMT 2024","Tue Aug 27 14:25:17 GMT 2024","710","webkit","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 14:25:10 GMT 2024","Tue Aug 27 14:25:11 GMT 2024","790","firefox","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 14:25:25 GMT 2024","Tue Aug 27 14:25:26 GMT 2024","1308","webkit","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 14:25:21 GMT 2024","Tue Aug 27 14:25:23 GMT 2024","1155","webkit","product.spec.js","Тесты для товаров","","","Удаление товара",""
"passed","Tue Aug 27 14:25:14 GMT 2024","Tue Aug 27 14:25:15 GMT 2024","1050","webkit","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 14:24:53 GMT 2024","Tue Aug 27 14:24:54 GMT 2024","615","chromium","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 14:24:56 GMT 2024","Tue Aug 27 14:24:56 GMT 2024","479","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 14:25:19 GMT 2024","Tue Aug 27 14:25:20 GMT 2024","861","webkit","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 14:24:54 GMT 2024","Tue Aug 27 14:24:55 GMT 2024","1471","chromium","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:25:06 GMT 2024","Tue Aug 27 14:25:07 GMT 2024","558","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 14:25:20 GMT 2024","Tue Aug 27 14:25:20 GMT 2024","897","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 14:24:58 GMT 2024","Tue Aug 27 14:24:58 GMT 2024","596","chromium","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:25:18 GMT 2024","Tue Aug 27 14:25:19 GMT 2024","697","webkit","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 14:25:20 GMT 2024","Tue Aug 27 14:25:21 GMT 2024","983","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:25:11 GMT 2024","Tue Aug 27 14:25:12 GMT 2024","879","firefox","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:25:08 GMT 2024","Tue Aug 27 14:25:09 GMT 2024","763","firefox","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:25:00 GMT 2024","Tue Aug 27 14:25:00 GMT 2024","695","chromium","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:24:59 GMT 2024","Tue Aug 27 14:25:00 GMT 2024","494","chromium","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 14:25:24 GMT 2024","Tue Aug 27 14:25:25 GMT 2024","1125","webkit","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:25:00 GMT 2024","Tue Aug 27 14:25:01 GMT 2024","795","chromium","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 14:25:07 GMT 2024","Tue Aug 27 14:25:07 GMT 2024","714","firefox","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 14:24:57 GMT 2024","Tue Aug 27 14:24:57 GMT 2024","536","chromium","product.spec.js","Тесты для товаров","","","Просмотр товара",""
