"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 13:49:32 GMT 2024","Tue Aug 27 13:49:32 GMT 2024","714","webkit","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 13:49:09 GMT 2024","Tue Aug 27 13:49:10 GMT 2024","520","chromium","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 13:49:29 GMT 2024","Tue Aug 27 13:49:31 GMT 2024","1500","webkit","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 13:49:26 GMT 2024","Tue Aug 27 13:49:27 GMT 2024","948","firefox","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 13:49:10 GMT 2024","Tue Aug 27 13:49:11 GMT 2024","478","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 13:49:12 GMT 2024","Tue Aug 27 13:49:12 GMT 2024","611","chromium","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 13:49:22 GMT 2024","Tue Aug 27 13:49:23 GMT 2024","844","firefox","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 13:49:11 GMT 2024","Tue Aug 27 13:49:11 GMT 2024","600","chromium","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 13:49:35 GMT 2024","Tue Aug 27 13:49:36 GMT 2024","943","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 13:49:20 GMT 2024","Tue Aug 27 13:49:20 GMT 2024","559","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 13:49:08 GMT 2024","Tue Aug 27 13:49:09 GMT 2024","1522","chromium","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 13:49:24 GMT 2024","Tue Aug 27 13:49:25 GMT 2024","910","firefox","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 13:49:14 GMT 2024","Tue Aug 27 13:49:14 GMT 2024","697","chromium","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 13:49:17 GMT 2024","Tue Aug 27 13:49:19 GMT 2024","1623","firefox","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 13:49:19 GMT 2024","Tue Aug 27 13:49:20 GMT 2024","550","firefox","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 13:49:31 GMT 2024","Tue Aug 27 13:49:32 GMT 2024","677","webkit","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
