"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 14:35:31 GMT 2024","Tue Aug 27 14:35:32 GMT 2024","569","firefox","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 14:35:48 GMT 2024","Tue Aug 27 14:35:49 GMT 2024","1185","webkit","product.spec.js","Тесты для товаров","","","Удаление товара",""
"passed","Tue Aug 27 14:35:36 GMT 2024","Tue Aug 27 14:35:37 GMT 2024","805","firefox","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 14:35:28 GMT 2024","Tue Aug 27 14:35:29 GMT 2024","1316","firefox","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 14:35:33 GMT 2024","Tue Aug 27 14:35:34 GMT 2024","704","firefox","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 14:35:26 GMT 2024","Tue Aug 27 14:35:27 GMT 2024","713","chromium","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:35:22 GMT 2024","Tue Aug 27 14:35:23 GMT 2024","498","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 14:35:43 GMT 2024","Tue Aug 27 14:35:44 GMT 2024","713","webkit","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 14:35:46 GMT 2024","Tue Aug 27 14:35:47 GMT 2024","874","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 14:35:24 GMT 2024","Tue Aug 27 14:35:25 GMT 2024","611","chromium","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:35:25 GMT 2024","Tue Aug 27 14:35:26 GMT 2024","565","chromium","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 14:35:47 GMT 2024","Tue Aug 27 14:35:48 GMT 2024","998","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:35:51 GMT 2024","Tue Aug 27 14:35:53 GMT 2024","1206","webkit","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 14:35:23 GMT 2024","Tue Aug 27 14:35:23 GMT 2024","441","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 14:35:37 GMT 2024","Tue Aug 27 14:35:38 GMT 2024","1024","firefox","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:35:45 GMT 2024","Tue Aug 27 14:35:45 GMT 2024","784","webkit","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 14:35:44 GMT 2024","Tue Aug 27 14:35:45 GMT 2024","721","webkit","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 14:35:23 GMT 2024","Tue Aug 27 14:35:24 GMT 2024","571","chromium","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 14:35:42 GMT 2024","Tue Aug 27 14:35:43 GMT 2024","1551","webkit","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:35:32 GMT 2024","Tue Aug 27 14:35:32 GMT 2024","504","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 14:35:19 GMT 2024","Tue Aug 27 14:35:20 GMT 2024","572","chromium","login.spec.js","Тесты для логина","","","Успешный логин",""
