"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 14:18:41 GMT 2024","Tue Aug 27 14:18:43 GMT 2024","1246","webkit","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:18:15 GMT 2024","Tue Aug 27 14:18:16 GMT 2024","694","chromium","product.spec.js","Тесты для товаров","","","Удаление товара",""
"passed","Tue Aug 27 14:18:14 GMT 2024","Tue Aug 27 14:18:14 GMT 2024","643","chromium","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 14:18:26 GMT 2024","Tue Aug 27 14:18:27 GMT 2024","1005","firefox","product.spec.js","Тесты для товаров","","","Удаление товара",""
"passed","Tue Aug 27 14:18:14 GMT 2024","Tue Aug 27 14:18:15 GMT 2024","711","chromium","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:18:13 GMT 2024","Tue Aug 27 14:18:14 GMT 2024","667","chromium","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 14:18:36 GMT 2024","Tue Aug 27 14:18:37 GMT 2024","969","webkit","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 14:18:31 GMT 2024","Tue Aug 27 14:18:32 GMT 2024","1134","webkit","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 14:18:20 GMT 2024","Tue Aug 27 14:18:22 GMT 2024","1692","firefox","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:18:12 GMT 2024","Tue Aug 27 14:18:12 GMT 2024","523","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 14:18:11 GMT 2024","Tue Aug 27 14:18:12 GMT 2024","449","chromium","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 14:18:22 GMT 2024","Tue Aug 27 14:18:23 GMT 2024","638","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 14:18:22 GMT 2024","Tue Aug 27 14:18:22 GMT 2024","578","firefox","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 14:18:43 GMT 2024","Tue Aug 27 14:18:44 GMT 2024","1198","webkit","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 14:18:23 GMT 2024","Tue Aug 27 14:18:24 GMT 2024","701","firefox","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 14:18:17 GMT 2024","Tue Aug 27 14:18:18 GMT 2024","850","chromium","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 14:18:28 GMT 2024","Tue Aug 27 14:18:29 GMT 2024","1099","firefox","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:18:25 GMT 2024","Tue Aug 27 14:18:26 GMT 2024","958","firefox","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:18:37 GMT 2024","Tue Aug 27 14:18:38 GMT 2024","998","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 14:18:23 GMT 2024","Tue Aug 27 14:18:23 GMT 2024","587","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 14:18:32 GMT 2024","Tue Aug 27 14:18:34 GMT 2024","1669","webkit","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:18:39 GMT 2024","Tue Aug 27 14:18:40 GMT 2024","1254","webkit","product.spec.js","Тесты для товаров","","","Удаление товара",""
"passed","Tue Aug 27 14:18:24 GMT 2024","Tue Aug 27 14:18:25 GMT 2024","711","firefox","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 14:18:29 GMT 2024","Tue Aug 27 14:18:30 GMT 2024","892","firefox","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
