"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 13:43:43 GMT 2024","Tue Aug 27 13:43:43 GMT 2024","543","chromium","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 13:43:55 GMT 2024","Tue Aug 27 13:43:56 GMT 2024","837","firefox","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 13:43:42 GMT 2024","Tue Aug 27 13:43:42 GMT 2024","493","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 13:43:45 GMT 2024","Tue Aug 27 13:43:46 GMT 2024","669","chromium","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 13:43:49 GMT 2024","Tue Aug 27 13:43:51 GMT 2024","1584","firefox","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 13:43:59 GMT 2024","Tue Aug 27 13:44:00 GMT 2024","1040","webkit","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 13:44:01 GMT 2024","Tue Aug 27 13:44:02 GMT 2024","1485","webkit","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 13:44:08 GMT 2024","Tue Aug 27 13:44:09 GMT 2024","887","webkit","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 13:44:06 GMT 2024","Tue Aug 27 13:44:07 GMT 2024","960","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 13:43:39 GMT 2024","Tue Aug 27 13:43:39 GMT 2024","614","chromium","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 13:43:42 GMT 2024","Tue Aug 27 13:43:43 GMT 2024","534","chromium","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 13:43:47 GMT 2024","Tue Aug 27 13:43:49 GMT 2024","1324","firefox","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 13:43:51 GMT 2024","Tue Aug 27 13:43:51 GMT 2024","549","firefox","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"passed","Tue Aug 27 13:43:39 GMT 2024","Tue Aug 27 13:43:41 GMT 2024","1421","chromium","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 13:43:57 GMT 2024","Tue Aug 27 13:43:58 GMT 2024","965","firefox","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 13:44:04 GMT 2024","Tue Aug 27 13:44:04 GMT 2024","708","webkit","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 13:44:04 GMT 2024","Tue Aug 27 13:44:05 GMT 2024","868","webkit","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 13:43:44 GMT 2024","Tue Aug 27 13:43:45 GMT 2024","759","chromium","product.spec.js","Тесты для товаров","","","Удаление товара",""
"passed","Tue Aug 27 13:44:03 GMT 2024","Tue Aug 27 13:44:04 GMT 2024","699","webkit","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 13:43:41 GMT 2024","Tue Aug 27 13:43:42 GMT 2024","406","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 13:43:53 GMT 2024","Tue Aug 27 13:43:54 GMT 2024","680","firefox","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 13:44:10 GMT 2024","Tue Aug 27 13:44:12 GMT 2024","1171","webkit","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 13:43:52 GMT 2024","Tue Aug 27 13:43:52 GMT 2024","541","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 13:43:56 GMT 2024","Tue Aug 27 13:43:57 GMT 2024","1049","firefox","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
