"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Aug 27 14:20:19 GMT 2024","Tue Aug 27 14:20:19 GMT 2024","9","chromium","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"failed","Tue Aug 27 14:20:29 GMT 2024","Tue Aug 27 14:20:29 GMT 2024","7","firefox","product.spec.js","Тесты для товаров","","","Удаление товара",""
"failed","Tue Aug 27 14:20:21 GMT 2024","Tue Aug 27 14:20:21 GMT 2024","7","firefox","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"failed","Tue Aug 27 14:20:18 GMT 2024","Tue Aug 27 14:20:18 GMT 2024","7","chromium","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"failed","Tue Aug 27 14:20:20 GMT 2024","Tue Aug 27 14:20:20 GMT 2024","7","firefox","login.spec.js","Тесты для логина","","","Успешный логин",""
"failed","Tue Aug 27 14:20:16 GMT 2024","Tue Aug 27 14:20:16 GMT 2024","7","chromium","product.spec.js","Тесты для товаров","","","Удаление товара",""
"failed","Tue Aug 27 14:20:09 GMT 2024","Tue Aug 27 14:20:09 GMT 2024","7","chromium","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"failed","Tue Aug 27 14:20:30 GMT 2024","Tue Aug 27 14:20:30 GMT 2024","9","firefox","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"failed","Tue Aug 27 14:20:43 GMT 2024","Tue Aug 27 14:20:43 GMT 2024","9","webkit","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"failed","Tue Aug 27 14:20:42 GMT 2024","Tue Aug 27 14:20:42 GMT 2024","9","webkit","product.spec.js","Тесты для товаров","","","Удаление товара",""
"failed","Tue Aug 27 14:20:08 GMT 2024","Tue Aug 27 14:20:08 GMT 2024","7","chromium","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"failed","Tue Aug 27 14:20:28 GMT 2024","Tue Aug 27 14:20:28 GMT 2024","9","firefox","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"failed","Tue Aug 27 14:20:36 GMT 2024","Tue Aug 27 14:20:36 GMT 2024","9","webkit","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"failed","Tue Aug 27 14:20:23 GMT 2024","Tue Aug 27 14:20:23 GMT 2024","8","firefox","login.spec.js","Тесты для логина","","","Проверка обязательного заполнеия поля username",""
"failed","Tue Aug 27 14:20:40 GMT 2024","Tue Aug 27 14:20:40 GMT 2024","7","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"failed","Tue Aug 27 14:20:25 GMT 2024","Tue Aug 27 14:20:25 GMT 2024","7","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"failed","Tue Aug 27 14:20:45 GMT 2024","Tue Aug 27 14:20:45 GMT 2024","12","webkit","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"failed","Tue Aug 27 14:20:14 GMT 2024","Tue Aug 27 14:20:14 GMT 2024","9","chromium","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
