"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 14:04:20 GMT 2024","Tue Aug 27 14:04:21 GMT 2024","447","chromium","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 14:04:31 GMT 2024","Tue Aug 27 14:04:31 GMT 2024","674","firefox","product.spec.js","Тесты для товаров","","","Просмотр товара",""
"passed","Tue Aug 27 14:04:44 GMT 2024","Tue Aug 27 14:04:45 GMT 2024","924","webkit","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 14:04:35 GMT 2024","Tue Aug 27 14:04:36 GMT 2024","1057","firefox","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:04:30 GMT 2024","Tue Aug 27 14:04:31 GMT 2024","568","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине locked_out_user",""
"passed","Tue Aug 27 14:04:36 GMT 2024","Tue Aug 27 14:04:37 GMT 2024","1145","firefox","product.spec.js","Тесты для товаров","","","Успешное оформление заказа",""
"passed","Tue Aug 27 14:04:32 GMT 2024","Tue Aug 27 14:04:33 GMT 2024","777","firefox","product.spec.js","Тесты для товаров","","","Добавление товара в корзину со страницы товара",""
"passed","Tue Aug 27 14:04:17 GMT 2024","Tue Aug 27 14:04:17 GMT 2024","598","chromium","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 14:04:39 GMT 2024","Tue Aug 27 14:04:41 GMT 2024","1582","webkit","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:04:24 GMT 2024","Tue Aug 27 14:04:24 GMT 2024","730","chromium","product.spec.js","Тесты для товаров","","","Проверка общей стоимости товаров",""
"passed","Tue Aug 27 14:04:34 GMT 2024","Tue Aug 27 14:04:35 GMT 2024","777","firefox","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 14:04:23 GMT 2024","Tue Aug 27 14:04:24 GMT 2024","507","chromium","product.spec.js","Тесты для товаров","","","Сортировка стоимости по возрастанию",""
"passed","Tue Aug 27 14:04:21 GMT 2024","Tue Aug 27 14:04:22 GMT 2024","591","chromium","product.spec.js","Тесты для товаров","","","Добавление товара в корзину с главной",""
"passed","Tue Aug 27 14:04:30 GMT 2024","Tue Aug 27 14:04:30 GMT 2024","557","firefox","login.spec.js","Тесты для логина","","","Ошибки при логине standard_user",""
"passed","Tue Aug 27 14:04:26 GMT 2024","Tue Aug 27 14:04:27 GMT 2024","1374","firefox","login.spec.js","Тесты для логина","","","Успешный логин",""
"passed","Tue Aug 27 14:04:18 GMT 2024","Tue Aug 27 14:04:19 GMT 2024","1470","chromium","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
"passed","Tue Aug 27 14:04:27 GMT 2024","Tue Aug 27 14:04:29 GMT 2024","1596","firefox","login.spec.js","Тесты для логина","","","Успешный выход из аккаунта через меню",""
